"ALIAS","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","Bsub_168_cells_FLT_Rep1_BS-A1","Bsub_168_cells_FLT_Rep2_BS-A2","Bsub_168_cells_FLT_Rep3_BS-A3","Bsub_168_cells_FLT_Rep4_BS-A4","Bsub_168_cells_FLT_Rep5_BS-A5","Bsub_168_cells_FLT_Rep6_BS-C1","Bsub_168_cells_FLT_Rep7_BS-C2","Bsub_168_cells_FLT_Rep8_BS-C3","Bsub_168_cells_FLT_Rep9_BS-C4","Bsub_168_cells_GC_Rep1_BS-A1","Bsub_168_cells_GC_Rep2_BS-A2","Bsub_168_cells_GC_Rep3_BS-A3","Bsub_168_cells_GC_Rep4_BS-A4","Bsub_168_cells_GC_Rep5_BS-A5","Bsub_168_cells_GC_Rep6_BS-C1","Bsub_168_cells_GC_Rep7_BS-C2","Bsub_168_cells_GC_Rep8_BS-C3","Bsub_168_cells_GC_Rep9_BS-C4","Log2fc_(FLT)v(GC)","P.value_(FLT)v(GC)","Adj.p.value_(FLT)v(GC)","Log2fc_(GC)v(FLT)","P.value_(GC)v(FLT)","Adj.p.value_(GC)v(FLT)","All.mean","All.stdev","LRT.p.value","Group.Mean_(FLT)","Group.Mean_(GC)","Group.Stdev_(FLT)","Group.Stdev_(GC)"
"BSU00630","yabR","putative RNA degradation protein; polyribonucleotide nucleotidyltransferase or phosphorylase","NP_387944.1","936574","224308.Bsubs1_010100000320","GO:0001677, GO:0003676, GO:0003723, GO:0003729, GO:0003735, GO:0005198, GO:0005488, GO:0006412, GO:0006413, GO:0006414, GO:0006415, GO:0006518, GO:0006807, GO:0008152, GO:0009058, GO:0009059, GO:0009987, GO:0010467, GO:0016043, GO:0019538, GO:0022411, GO:0022607, GO:0022613, GO:0022618, GO:0032984, GO:0034622, GO:0034641, GO:0034645, GO:0043043, GO:0043170, GO:0043603, GO:0043604, GO:0043624, GO:0043933, GO:0044085, GO:0044237, GO:0044238, GO:0044249, GO:0044260, GO:0044267, GO:0044271, GO:0065003, GO:0071704, GO:0071826, GO:0071840, GO:0097159, GO:1901363, GO:1901564, GO:1901566, GO:1901576",31539.5353862215,49311.2285713213,34936.1435513969,32628.4402250168,50972.9136742017,56922.3117973475,46341.1003437941,32151.7951190645,36950.5899069528,42988.0649703573,42282.8261887669,27920.0984221159,35076.8284816389,30722.0140685771,35719.8513229258,31402.8100926539,32138.6054176709,47194.8373871092,0.191927841124131,0.175465893723861,0.273482216617127,-0.191927841124131,0.175465893723861,0.273482216617127,38733.3330515074,8413.69421398144,0.273537162937352,"41306.01","36160.66","9622.775","6552.826"
"BSU00640","spoIIE","SpoIIAA-phosphate serine phosphatase","NP_387945.1","938480","224308.Bsubs1_010100000325","",14703.5117840802,11620.3642484917,11567.8312774603,11200.6927496556,10271.057892482,10898.6748958443,11728.2895151075,7310.51560475401,9447.50135206605,7565.63952584711,7234.83914569899,6364.80942254489,7546.21119926816,6346.45304403596,6806.33184480175,6643.13693071635,7087.15568330719,6847.08415583341,0.661315698611117,1.02612474851821e-10,1.44243821791703e-09,-0.661315698611117,1.02612474851821e-10,1.44243821791703e-09,8955.00557066641,2502.3363524558,1.76334794242581e-09,"10972.049"," 6937.962","1985.9225"," 456.2394"
"BSU00650","yabS","hypothetical protein","NP_387946.1","936965","224308.Bsubs1_010100000330","",5654.71286243518,6127.88446522546,4928.15428542464,4684.81813801091,5582.08909406033,5202.80453753314,5080.52672313586,3246.14763103318,4245.32827772517,3936.29761647184,3600.15082104745,2875.13677428315,3428.74378889823,2760.56536334293,3358.0095791338,3139.55870410919,3102.05593949672,3653.43226032838,0.584090597419848,1.26448271276972e-07,1.04656625273726e-06,-0.584090597419848,1.26448271276972e-07,1.04656625273726e-06,4144.80093676087,1066.48057253353,1.15111110586793e-06,"4972.496","3317.106","853.7004","383.0157"
"BSU00660","prkT","serine/threonine-protein kinase","NP_387947.2","936964",NA,"GO:0005622, GO:0005623, GO:0005634, GO:0005737, GO:0043226, GO:0043227, GO:0043229, GO:0043231, GO:0044424, GO:0044464",3805.62968584778,3487.30216811664,3462.5532037084,3448.59862134123,3159.53547657407,3184.06693216392,3097.94279302305,2227.09345840992,2843.21704600989,2664.62264758921,2459.54008362521,2374.13556570214,2643.50959543931,2081.8883850394,2438.28069320256,2226.5655145974,2460.77422962499,2491.77800619687,0.394867959960813,1.3754589759783e-05,7.6131654320399e-05,-0.394867959960813,1.3754589759783e-05,7.6131654320399e-05,2808.72411701178,518.091059906553,7.83792740708255e-05,"3190.660","2426.788","456.2659","184.3686"
"BSU00670","tilS","tRNA(ile2) lysidine synthetase","NP_387948.1","936922","224308.Bsubs1_010100000340","",50494.9319329609,31884.3181406077,40265.6111049945,42105.1810299603,32108.6730978984,33790.6444323427,64975.6941409244,47579.489323207,40382.8351549021,37521.7182634973,38561.1529520343,38132.1482288734,48922.4607501294,40195.6218187744,36409.9465451565,39442.5884123401,48097.1829505455,37272.7385181383,0.0734249407840919,0.572321921156079,0.677604670288534,-0.0734249407840919,0.572321921156079,0.677604670288534,41563.4964887382,8030.34546644983,0.67762731292952,"42620.82","40506.17","10611.913"," 4680.348"
"BSU00680","hprT","hypoxanthine-guanine phosphoribosyltransferase","NP_387949.1","936945","224308.Bsubs1_010100000345","GO:0000287, GO:0003824, GO:0005488, GO:0006139, GO:0006163, GO:0006164, GO:0006725, GO:0006753, GO:0006793, GO:0006796, GO:0006807, GO:0008152, GO:0009058, GO:0009112, GO:0009113, GO:0009117, GO:0009123, GO:0009124, GO:0009126, GO:0009127, GO:0009150, GO:0009152, GO:0009156, GO:0009161, GO:0009165, GO:0009167, GO:0009168, GO:0009259, GO:0009260, GO:0009987, GO:0016740, GO:0016757, GO:0016763, GO:0018130, GO:0019438, GO:0019637, GO:0019693, GO:0034404, GO:0034641, GO:0034654, GO:0042440, GO:0043167, GO:0043169, GO:0044237, GO:0044238, GO:0044249, GO:0044271, GO:0044281, GO:0044283, GO:0046148, GO:0046390, GO:0046483, GO:0046872, GO:0055086, GO:0071704, GO:0072521, GO:0072522, GO:0090407, GO:1901135, GO:1901137, GO:1901293, GO:1901360, GO:1901362, GO:1901564, GO:1901566, GO:1901576",18296.1025784522,13423.1826801036,16668.3791136424,18055.4421047406,13001.0398313506,12925.364193674,22072.0053421075,18061.6920885932,15879.2641541489,13979.942000839,14201.586446134,15326.1638342543,17669.9095265832,15934.0548664371,14304.9972269564,15353.4153648888,18598.0407125305,13106.5396612573,0.0997236052392454,0.36662716537879,0.488248146856326,-0.0997236052392454,0.36662716537879,0.488248146856326,15936.5067625941,2486.05039795797,0.488160089033663,"16486.94","15386.07","3042.022","1788.253"
"BSU00690","ftsH","ATP-dependent cytoplasmic membrane protease","NP_387950.1","938094","224308.Bsubs1_010100000350","GO:0003824, GO:0006508, GO:0006807, GO:0008152, GO:0008233, GO:0016462, GO:0016787, GO:0016817, GO:0016818, GO:0016887, GO:0017111, GO:0019538, GO:0042623, GO:0043170, GO:0044238, GO:0070011, GO:0071704, GO:0140096, GO:1901564",198338.417283748,148030.480664549,175922.060682856,208266.516332698,133730.316187432,146194.477278833,211601.657988981,221918.219430091,188951.178360303,166961.725303218,171714.268953566,199647.791532072,209357.836510061,192530.382541222,174256.959975041,187824.402884085,208048.288220539,151831.256644336,-0.025584658839616,0.813579573464865,0.869966276576292,0.025584658839616,0.813579573464865,0.869966276576292,183062.568709646,25944.2104424179,0.869968242639159,"181439.3","184685.9","32161.61","19749.52"
"BSU00700","coaX","pantothenate kinase type III","NP_387951.2","936960","224308.Bsubs1_010100000355","",8126.94867951563,5817.56626437139,7449.98448718865,7377.89513873117,6767.09162649371,6827.62447607961,11182.2333452244,8284.64674713709,7446.03065436577,7563.10053966517,7049.93409359711,8518.26846636548,8389.17668337711,7184.26285343315,7231.10763298699,8191.61320891129,10032.113982573,7226.20868365871,-0.0431470627501496,0.69890020115795,0.780708902807114,0.0431470627501496,0.69890020115795,0.780708902807114,7814.76708687086,1231.81478037814,0.780710997094475,"7697.780","7931.754","1502.3180"," 967.8086"
"BSU00710","hslO","disulfide bond chaperone (heat shock protein HSP33)","NP_387952.1","936762","224308.Bsubs1_010100000360","",12157.1102915687,11367.1375875466,11712.3502303801,12253.2667283728,11491.7362646763,11980.9604023153,17025.0059006541,12676.3656831581,12791.7779689122,13428.5688432545,13845.3144881185,13633.6096487074,12825.708173396,12168.1643552761,13044.4850405825,14266.5369801354,14850.5116401884,13152.1668960333,-0.0954170407091342,0.217058682169714,0.32481779136448,0.0954170407091342,0.217058682169714,0.32481779136448,13037.2653957376,1378.51343364824,0.324657061198773,"12606.19","13468.34","1726.9427"," 798.5591"
"BSU00720","yacD","putative protein chaperone accessory lipoprotein factor","NP_387953.1","936955","224308.Bsubs1_010100000365","",2035.93236844296,2271.57719798632,2545.30638561693,2851.10773004961,2243.58101443363,2655.0768445979,3051.91762432461,3073.40648670121,3269.04243836766,3247.83655484871,3485.54331216043,5023.54221757666,3589.23195804189,3244.76020063334,4045.8451612345,3454.4851647065,5679.6609062854,3450.77926472254,-0.553719411200508,2.12116469153384e-05,0.00011140204550514,0.553719411200508,2.12116469153384e-05,0.00011140204550514,3289.92404615171,921.337815205358,0.000117561684842502,"2666.328","3913.521","426.9829","864.0353"
"BSU00730","cysK","cysteine synthase","NP_387954.1","936636","224308.Bsubs1_010100000370","GO:0003824, GO:0005488, GO:0005622, GO:0005623, GO:0005737, GO:0006082, GO:0006520, GO:0006790, GO:0006807, GO:0008144, GO:0008152, GO:0008652, GO:0009058, GO:0009987, GO:0016053, GO:0016740, GO:0016765, GO:0016829, GO:0019752, GO:0036094, GO:0043167, GO:0043168, GO:0043436, GO:0044237, GO:0044238, GO:0044249, GO:0044281, GO:0044283, GO:0044424, GO:0044464, GO:0046394, GO:0048037, GO:0071704, GO:0097159, GO:1901363, GO:1901564, GO:1901566, GO:1901576",24767.2422066682,27246.3975453411,35853.2393582705,34360.9055119835,31323.6488020052,15680.8270542062,44560.2491057921,35948.6839811418,32241.3914497967,27810.947492185,22348.4683243821,34875.3199363173,26775.2215926041,24064.8949268969,27050.8289508144,26803.6630245175,43616.7149450684,23855.50437433,0.132710909453167,0.430092428944926,0.552584986575154,-0.132710909453167,0.430092428944926,0.552584986575154,29954.6749212401,7365.35025078762,0.552284495007957,"31331.40","28577.95","8150.849","6676.594"
"BSU00740","pabB","4-amino-4-deoxychorismate synthase (para-aminobenzoate synthase)","NP_387955.1","936926","224308.Bsubs1_010100000375","",2157.51395984393,2577.64445929801,3056.08448003527,3178.48349493025,2484.16857805243,2023.60491272628,2746.82526815584,3718.15977657433,3809.89766587575,2231.53153157139,2094.15672093615,4716.36348037509,2630.04541500719,3481.24213831051,3144.98807740008,2931.59398020467,4013.30863790443,2084.95809521451,-0.0856877789206094,0.619450762081222,0.716543358018718,0.0856877789206094,0.619450762081222,0.716543358018718,2948.92059291201,764.917382832784,0.71657551045947,"2861.376","3036.465","632.9922","908.5214"
"BSU00750","pabA","4-amino-4-deoxychorismate synthase; anthranilate synthase (subunit II)","NP_387956.1","936441","224308.Bsubs1_010100000380","GO:0003824, GO:0005622, GO:0005623, GO:0005737, GO:0005829, GO:0006082, GO:0006520, GO:0006725, GO:0006807, GO:0008152, GO:0008652, GO:0009058, GO:0009987, GO:0016053, GO:0016829, GO:0018130, GO:0019438, GO:0019752, GO:0034641, GO:0043436, GO:0044237, GO:0044238, GO:0044249, GO:0044271, GO:0044281, GO:0044283, GO:0044424, GO:0044444, GO:0044464, GO:0046394, GO:0046483, GO:0071704, GO:1901360, GO:1901362, GO:1901564, GO:1901566, GO:1901576",2807.31307569723,3415.19963370569,3250.96135637814,2894.65802574374,3179.11734611738,2849.52106931098,2711.58688116666,3069.63258915772,3128.62474537043,2527.92328802934,2112.32638350635,3086.45166135001,2162.84401282488,2854.45965802093,2531.25043512508,2957.310875012,2882.01666596113,2005.90265465344,0.240116284817138,0.0103409625628016,0.0257825350383365,-0.240116284817138,0.0103409625628016,0.0257825350383365,2801.50557539617,398.357211706355,0.0259085540639098,"3034.068","2568.943","232.5010","401.8259"
"BSU00760","pabC","4-amino-4-deoxychorismate pyruvate-lyase","NP_387957.1","936944","224308.Bsubs1_010100000385","GO:0003824, GO:0005622, GO:0005623, GO:0005737, GO:0005829, GO:0016740, GO:0044424, GO:0044444, GO:0044464",2756.02490987075,2880.15316616864,3320.54539455194,3613.21597714916,2908.0053697508,2801.18683024056,2751.7190660309,3727.8060178891,3896.82421367793,2767.81072433957,2674.72517938097,4550.35826974742,3025.39793008556,4113.36542747094,3829.50192240698,3842.65569610859,4007.6198761601,2660.87319005007,-0.135255389436365,0.281495570921658,0.397416229898222,0.135255389436365,0.281495570921658,0.397416229898222,3340.43273117111,605.960564911934,0.3973950551215,"3183.942","3496.923","459.8622","716.7293"
"BSU00770","folP","dihydropteroate synthase","NP_387958.1","936256",NA,"GO:0003824, GO:0006082, GO:0006575, GO:0006725, GO:0006732, GO:0006760, GO:0006807, GO:0008152, GO:0009058, GO:0009108, GO:0009396, GO:0009987, GO:0016053, GO:0016740, GO:0016765, GO:0018130, GO:0019438, GO:0019752, GO:0034641, GO:0042558, GO:0043436, GO:0043603, GO:0043604, GO:0044237, GO:0044249, GO:0044271, GO:0044281, GO:0044283, GO:0046394, GO:0046483, GO:0051186, GO:0051188, GO:0071704, GO:1901360, GO:1901362, GO:1901564, GO:1901566, GO:1901576",3569.39883909586,3904.58018121165,4652.43951927676,5208.47364461826,3792.06831647238,3696.53611599678,3618.57212003202,5382.99722738484,5571.63771955069,3970.95998874025,3893.44366961064,6687.4090010036,4300.30063439241,5905.62834542442,5297.16599694622,5560.15737284097,5621.66026200476,3883.73838969234,-0.195709647313231,0.150525912200391,0.242022054910433,0.195709647313231,0.150525912200391,0.242022054910433,4695.39818579416,962.708382410163,0.241831335951924,"4377.412","5013.385"," 826.3014","1029.1656"
"BSU00780","folB","dihydroneopterin aldolase","NP_387959.1","937976","224308.Bsubs1_010100000395","GO:0003824, GO:0006082, GO:0006575, GO:0006725, GO:0006732, GO:0006760, GO:0006807, GO:0008152, GO:0009987, GO:0016829, GO:0019752, GO:0034641, GO:0042558, GO:0043436, GO:0043603, GO:0044237, GO:0044281, GO:0046483, GO:0051186, GO:0071704, GO:1901360, GO:1901564",1246.53137423912,1597.60401598748,1726.94748282484,2038.68798010751,1377.9708964238,1300.77274528092,1280.93800185069,2190.78340763708,2149.64266030361,1518.95321688533,1504.50519227834,2808.05315747009,1738.42156066966,2361.55633102842,2185.47602055641,2194.92579770466,2341.56969856436,1614.08865002178,-0.293141082568387,0.0583526918232713,0.11356472461817,0.293141082568387,0.0583526918232713,0.11356472461817,1843.19045499078,452.559922077459,0.114044330570519,"1656.653","2029.728","386.7152","455.3925"
"BSU00790","folK","7,8-dihydro-6-hydroxymethylpterin pyrophosphokinase","NP_387960.1","936940","224308.Bsubs1_010100000400","GO:0003824, GO:0008152",2318.44730681256,2834.45804860273,3204.93410807207,3597.7824361255,2645.33956744555,2509.75904030558,2697.13281297514,3726.00255050638,3918.3413004844,2873.22909878734,2820.92913287621,4796.67295222256,3254.15005414747,4131.10585577096,3878.53162506871,3735.78858126359,3954.79368000094,2709.35339025883,-0.228137939318402,0.0897951556281615,0.160307742618001,0.228137939318402,0.0897951556281615,0.160307742618001,3311.48619676258,681.804968023675,0.160428328462781,"3050.244","3572.728","580.6052","705.0987"
"BSU00800","yazB","putative transcriptional regulator","NP_387961.1","936295","224308.Bsubs1_010100000405","",1009.00275339096,980.260570051457,1087.37171061684,1065.29540549036,926.403412187908,924.234556408178,998.538804491318,1081.63031389251,1124.33132201133,890.999303574981,883.272480263253,1118.39532685353,831.258225357529,914.778988776568,887.352133648038,1016.95434530091,1087.15391547605,752.120703555598,0.134317702121678,0.0995350371565731,0.174550948328438,-0.134317702121678,0.0995350371565731,0.174550948328438,976.630792852629,106.576648175332,0.174648887740466,"1021.897"," 931.365"," 71.87981","119.83346"
"BSU00810","dusB","tRNA-dihydrouridine synthase B","NP_387962.1","936924","224308.Bsubs1_010100000410","",16144.6510142921,17824.6207648764,18908.2740223278,20307.3336897102,16630.5171056087,14975.2513214843,17131.6525525344,17125.6159540565,18404.7568427881,14958.3619327617,15242.4731699235,18651.0372804094,15269.9497925575,16745.8674980689,16863.449722583,17617.3272700934,17235.9585673378,15065.0148565942,0.0927438789817947,0.176597779362216,0.274956036222185,-0.0927438789817947,0.176597779362216,0.274956036222185,16950.1174087782,1522.9562433181,0.274545205780734,"17494.74","16405.49","1582.373","1325.679"
"BSU00820","lysS","lysyl-tRNA synthetase","NP_387963.1","936911","224308.Bsubs1_010100000415","GO:0000049, GO:0001677, GO:0003676, GO:0003723, GO:0003824, GO:0005488, GO:0005622, GO:0005623, GO:0005737, GO:0005829, GO:0006082, GO:0006139, GO:0006399, GO:0006412, GO:0006413, GO:0006414, GO:0006415, GO:0006518, GO:0006520, GO:0006725, GO:0006807, GO:0008152, GO:0009058, GO:0009059, GO:0009987, GO:0010467, GO:0016043, GO:0016070, GO:0016874, GO:0019538, GO:0019752, GO:0022411, GO:0022607, GO:0022613, GO:0022618, GO:0032984, GO:0034622, GO:0034641, GO:0034645, GO:0034660, GO:0043043, GO:0043170, GO:0043436, GO:0043603, GO:0043604, GO:0043624, GO:0043933, GO:0044085, GO:0044237, GO:0044238, GO:0044249, GO:0044260, GO:0044267, GO:0044271, GO:0044281, GO:0044424, GO:0044444, GO:0044464, GO:0046483, GO:0065003, GO:0071704, GO:0071826, GO:0071840, GO:0090304, GO:0097159, GO:0140098, GO:1901360, GO:1901363, GO:1901564, GO:1901566, GO:1901576",28617.950571412,36068.4789630393,37840.8319158577,42015.0496736341,33420.0876179902,29964.2087852369,31858.5175831891,36230.3085837771,39778.3882303568,33478.2732500235,36190.5451856354,41990.8522317659,35642.3803993352,38954.9531602845,39341.7829074924,38620.3003262243,39405.5193614119,34545.9649602963,-0.0987774465897248,0.221645044835923,0.329808211812175,0.0987774465897248,0.221645044835923,0.329808211812175,36331.3552059424,3831.37961034376,0.329669826644845,"35088.20","37574.51","4488.239","2751.794"
"BSU00830","ctsR","transcriptional regulator of class III stress genes","NP_387964.1","936883","224308.Bsubs1_010100000430","",4900.06561415295,5400.09671495707,5880.75997849303,5038.96553649635,6755.60104317634,7571.80861841295,10056.2451061613,6429.11955065355,6096.90790940057,6308.36487251509,6057.96527827656,4222.45705301519,7245.36687487928,3389.70333906768,3979.60540318175,4510.3610835043,6588.98730822686,7019.90248761324,0.237049902640065,0.161473942352887,0.255633398905464,-0.237049902640065,0.161473942352887,0.255633398905464,5969.57132067689,1562.23583701347,0.255723235038069,"6458.841","5480.302","1592.989","1452.586"
"BSU00840","mcsA","activator of protein kinase McsB","NP_387965.1","936845","224308.Bsubs1_010100000435","GO:0005488, GO:0005507, GO:0006950, GO:0008270, GO:0010035, GO:0010038, GO:0042221, GO:0043167, GO:0043169, GO:0046686, GO:0046688, GO:0046872, GO:0046914, GO:0050896",6742.67912973195,6626.19888769071,8096.23470135787,7370.02000825206,8422.84014684185,9234.38953458252,13015.671514204,8602.40984932105,8404.09713815682,7796.32251740139,7683.02422852495,5979.11818020052,9455.93921254252,4972.21090729562,5315.43679924731,6189.71748363184,8971.54081276523,8609.25075003511,0.235931674722379,0.11710945430257,0.198075119805874,-0.235931674722379,0.11710945430257,0.198075119805874,7860.39454454352,1850.61895391595,0.198411718353147,"8501.616","7219.173","1903.793","1651.706"
"BSU00850","mcsB","protein arginine kinase","NP_387966.1","936939","224308.Bsubs1_010100000440","",17750.2542086956,14703.7426231582,18036.0853053052,18401.6075677226,15615.8414115089,18202.8075909723,29499.410186209,19874.5978489396,19413.4455839672,16514.7584973014,16937.2323294554,15035.6849177646,21797.5193920012,12220.5850288456,12987.3987268303,15657.8579552497,20443.1204908917,17245.4922035438,0.20444743307026,0.133053145369737,0.220328843566641,-0.20444743307026,0.133053145369737,0.220328843566641,17796.5245482424,3841.82900629481,0.220510418126266,"19055.31","16537.74","4250.601","3119.524"
"BSU00860","clpC","class III stress response-related ATPase, AAA+ superfamily","NP_387967.1","938481","224308.Bsubs1_010100000445","",50011.6521614087,39719.1402150505,50382.6772079618,52954.6888209917,38451.9166938959,47521.494454388,81702.8418447845,61974.5389796445,58838.2601338855,44873.116851319,46315.5077019707,50504.2599432966,62819.5328488484,42487.2205743397,40610.6300106001,51693.8590235166,61769.2241678218,46003.4020719634,0.107190415459676,0.4360250796994,0.557366932133066,-0.107190415459676,0.4360250796994,0.557366932133066,51590.7757614271,10686.7490247445,0.557271680729329,"53506.36","49675.19","13086.242"," 7948.776"
"BSU00870","radA","DNA repair protein; 6-O-methylguanine-DNA methyltransferase","NP_387968.1","936872","224308.Bsubs1_010100000450","GO:0000725, GO:0006139, GO:0006259, GO:0006281, GO:0006310, GO:0006725, GO:0006807, GO:0006950, GO:0006974, GO:0008152, GO:0009987, GO:0033554, GO:0034641, GO:0043170, GO:0044237, GO:0044238, GO:0044260, GO:0046483, GO:0050896, GO:0051716, GO:0071704, GO:0090304, GO:1901360",21921.7857533348,18078.4911378857,23880.886542417,26991.6131430461,19204.0717259044,21035.2730830916,36475.7352249314,29600.1250581159,25644.7896173543,22676.0600507582,23830.774326737,22686.0777048081,31095.5251194023,24169.9491087177,20608.5536218907,26772.3477654495,26367.1592564459,22789.9759260785,0.0119499674514214,0.925117167946016,0.946492333563992,-0.0119499674514214,0.925117167946016,0.946492333563992,24657.1774536872,4486.66759106343,0.945835638612144,"24759.20","24555.16","5751.750","3109.759"
"BSU00880","disA","diadenylate cyclase; DNA integrity scanning protein; cell cycle checkpoint DNA scanning protein","NP_387969.1","936868","224308.Bsubs1_010100000455","GO:0003824, GO:0004016, GO:0009975, GO:0016829, GO:0016849",12877.5550117866,11639.9176785291,16230.2198146039,17704.4999497265,13100.8539250461,14353.0900357251,23408.5470064062,19772.893467237,18039.7474247231,16428.9773670999,16512.9959148222,16566.5735127086,21669.963759894,19039.5052261041,15953.6295355741,19696.4355906084,19092.1999524239,16450.2181429437,-0.133658858557055,0.289062758546656,0.405695687747891,0.133658858557055,0.289062758546656,0.405695687747891,17140.9901842201,3051.22470117963,0.40577639981038,"16347.48","17934.50","3791.946","1997.024"
"BSU00890","yacL","putative membrane protein possibly involved in RNA binding","NP_387970.1","936863","224308.Bsubs1_010100000460","GO:0005618, GO:0005623, GO:0030312, GO:0044464, GO:0071944",8570.48454936494,8327.87839734502,10518.4922158014,11075.7615701808,8388.29849839091,9671.71168205734,13518.2723650844,10815.7579910888,10485.1001547939,10332.689142017,10867.5173112363,10660.5350824143,13564.9323886411,12163.6328688048,10187.8821168886,12383.8924045962,12565.9103015882,10474.5647730481,-0.17563387814345,0.0783594783833177,0.143908829518811,0.17563387814345,0.0783594783833177,0.143908829518811,10809.6285451857,1565.58549757313,0.144183492135173,"10152.42","11466.84","1659.853","1217.190"
"BSU00900","ispD","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, nonmevalonate isoprenoid pathway","NP_387971.1","936855","224308.Bsubs1_010100000465","GO:0003824, GO:0016740, GO:0016772, GO:0016779",6046.27214467508,5849.41982824248,7027.06112790896,7362.55355987582,5649.04496310452,6354.03646813962,9518.71639516383,7580.38776701608,7391.80138790661,7064.76785372072,7519.215198957,6587.38335001929,8070.81726241305,8337.55102355097,6920.33879325962,8902.77072034442,7380.90112294968,6253.00137839675,-0.0946339542648865,0.363630759814864,0.485572076133962,0.0946339542648865,0.363630759814864,0.485572076133962,7212.0022414247,1038.74748883151,0.485475965475233,"6975.477","7448.527","1195.6607"," 858.7132"
"BSU00910","ispF","2-C-methyl-D-erythritol-2,4-cyclodiphosphate synthase","NP_387972.1","936634","224308.Bsubs1_010100000470","GO:0003824, GO:0016829, GO:0016849",529.582714240178,758.89722977637,795.593187197639,922.584496157781,590.69913036469,663.349334966679,940.181805493373,889.554339319476,943.084238550901,727.236737790837,930.359727200132,1009.20252104081,1039.59788179863,1062.22962205442,1001.11912419153,1026.1570262256,1152.98545180418,838.120612719384,-0.321595968697684,0.0101744470707284,0.025395970478684,0.321595968697684,0.0101744470707284,0.025395970478684,878.9186211607,171.198560525364,0.0255972671312449,"781.5029","976.3343","157.0853","127.4898"
"BSU00920","gltX","glutamyl-tRNA synthetase","NP_387973.1","936862","224308.Bsubs1_010100000475","GO:0001677, GO:0003824, GO:0006082, GO:0006139, GO:0006399, GO:0006412, GO:0006413, GO:0006414, GO:0006415, GO:0006518, GO:0006520, GO:0006725, GO:0006807, GO:0008152, GO:0009058, GO:0009059, GO:0009987, GO:0010467, GO:0016043, GO:0016070, GO:0016874, GO:0019538, GO:0019752, GO:0022411, GO:0022607, GO:0022613, GO:0022618, GO:0032984, GO:0034622, GO:0034641, GO:0034645, GO:0034660, GO:0043043, GO:0043170, GO:0043436, GO:0043603, GO:0043604, GO:0043624, GO:0043933, GO:0044085, GO:0044237, GO:0044238, GO:0044249, GO:0044260, GO:0044267, GO:0044271, GO:0044281, GO:0046483, GO:0065003, GO:0071704, GO:0071826, GO:0071840, GO:0090304, GO:0140098, GO:1901360, GO:1901564, GO:1901566, GO:1901576",26749.0239977566,31279.6681094727,33165.7110970427,34284.1451048903,29281.7815514213,25534.367118478,32847.8770298883,33419.9163468812,32905.2404345269,28898.8013914659,32428.7533401984,32685.8798409944,30576.1899101124,38581.8052323931,33368.256867205,36148.1674623455,30190.9156254787,29468.1931128595,-0.0650060357575592,0.406465516703131,0.528739514677282,0.0650060357575592,0.406465516703131,0.528739514677282,31767.4829763006,3169.92904619174,0.528456006739616,"31051.97","32483.00","3148.941","3207.058"
"BSU00930","cysE","serine O-acetyltransferase","NP_387974.1","936831","224308.Bsubs1_010100000485","GO:0003824, GO:0005622, GO:0005623, GO:0005737, GO:0005829, GO:0016407, GO:0016740, GO:0016746, GO:0016747, GO:0044424, GO:0044444, GO:0044464",2331.23132624608,2600.49745878172,3381.73889060373,3720.0828460736,2227.03417376446,2035.39100313256,2893.4217555871,3073.45034612411,2930.13342158726,2605.50624290751,2783.61489700137,3330.78287674498,3507.33301421405,3950.90957192035,3231.88751246622,3750.18796154093,3277.75128481643,2639.4322312143,-0.206923425509081,0.0955179620732534,0.168507384884608,0.206923425509081,0.0955179620732534,0.168507384884608,3015.02148970704,548.46350247804,0.168678880383556,"2799.220","3230.823","554.2863","476.6651"
