From	To	Species	Gene Name
NP_390226	2634780	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma-F factor(sigF)
NP_390866	728885920	Bacillus subtilis subsp. subtilis str. 168	NAD-dependent malic enzyme 3(malS)
NP_390866	16080040	Bacillus subtilis subsp. subtilis str. 168	NAD-dependent malic enzyme 3(malS)
NP_390866	33517449	Bacillus subtilis subsp. subtilis str. 168	NAD-dependent malic enzyme 3(malS)
NP_390866	2635472	Bacillus subtilis subsp. subtilis str. 168	NAD-dependent malic enzyme 3(malS)
NP_389375	2633863	Bacillus subtilis subsp. subtilis str. 168	cytochrome c oxidase subunit 4B(ctaF)
NP_389375	728884400	Bacillus subtilis subsp. subtilis str. 168	cytochrome c oxidase subunit 4B(ctaF)
NP_389375	2339995	Bacillus subtilis subsp. subtilis str. 168	cytochrome c oxidase subunit 4B(ctaF)
NP_389375	117084	Bacillus subtilis subsp. subtilis str. 168	cytochrome c oxidase subunit 4B(ctaF)
NP_389375	16078556	Bacillus subtilis subsp. subtilis str. 168	cytochrome c oxidase subunit 4B(ctaF)
NP_389376	2633864	Bacillus subtilis subsp. subtilis str. 168	cytochrome c oxidase assembly factor CtaG(ctaG)
NP_389376	728884401	Bacillus subtilis subsp. subtilis str. 168	cytochrome c oxidase assembly factor CtaG(ctaG)
NP_389376	2339996	Bacillus subtilis subsp. subtilis str. 168	cytochrome c oxidase assembly factor CtaG(ctaG)
NP_389376	7387590	Bacillus subtilis subsp. subtilis str. 168	cytochrome c oxidase assembly factor CtaG(ctaG)
NP_389376	16078557	Bacillus subtilis subsp. subtilis str. 168	cytochrome c oxidase assembly factor CtaG(ctaG)
NP_389373	255767339	Bacillus subtilis subsp. subtilis str. 168	cytochrome c oxidase subunit 1(ctaD)
NP_389373	239938908	Bacillus subtilis subsp. subtilis str. 168	cytochrome c oxidase subunit 1(ctaD)
NP_389373	728884398	Bacillus subtilis subsp. subtilis str. 168	cytochrome c oxidase subunit 1(ctaD)
NP_389373	225184966	Bacillus subtilis subsp. subtilis str. 168	cytochrome c oxidase subunit 1(ctaD)
NP_389374	2633862	Bacillus subtilis subsp. subtilis str. 168	cytochrome c oxidase subunit 3(ctaE)
NP_389374	728884399	Bacillus subtilis subsp. subtilis str. 168	cytochrome c oxidase subunit 3(ctaE)
NP_389374	2339994	Bacillus subtilis subsp. subtilis str. 168	cytochrome c oxidase subunit 3(ctaE)
NP_389374	7404348	Bacillus subtilis subsp. subtilis str. 168	cytochrome c oxidase subunit 3(ctaE)
NP_389374	16078555	Bacillus subtilis subsp. subtilis str. 168	cytochrome c oxidase subunit 3(ctaE)
NP_389372	728884397	Bacillus subtilis subsp. subtilis str. 168	cytochrome c oxidase subunit 2(ctaC)
NP_389372	16078553	Bacillus subtilis subsp. subtilis str. 168	cytochrome c oxidase subunit 2(ctaC)
NP_389372	2339992	Bacillus subtilis subsp. subtilis str. 168	cytochrome c oxidase subunit 2(ctaC)
NP_389372	7404347	Bacillus subtilis subsp. subtilis str. 168	cytochrome c oxidase subunit 2(ctaC)
NP_389372	2633860	Bacillus subtilis subsp. subtilis str. 168	cytochrome c oxidase subunit 2(ctaC)
NP_390191	251757338	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigX(sigX)
NP_390191	225185125	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigX(sigX)
NP_390191	728885236	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigX(sigX)
NP_390191	124441974	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigX(sigX)
NP_390191	255767497	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigX(sigX)
NP_390590	728885641	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigV(sigV)
NP_390590	3024615	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigV(sigV)
NP_390590	1934618	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigV(sigV)
NP_390590	2635158	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigV(sigV)
NP_390590	16079766	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigV(sigV)
NP_387989	225184650	Bacillus subtilis subsp. subtilis str. 168	DNA-directed RNA polymerase subunit beta'(rpoC)
NP_387989	728882997	Bacillus subtilis subsp. subtilis str. 168	DNA-directed RNA polymerase subunit beta'(rpoC)
NP_387989	255767023	Bacillus subtilis subsp. subtilis str. 168	DNA-directed RNA polymerase subunit beta'(rpoC)
NP_387989	239938935	Bacillus subtilis subsp. subtilis str. 168	DNA-directed RNA polymerase subunit beta'(rpoC)
NP_387988	728882996	Bacillus subtilis subsp. subtilis str. 168	DNA-directed RNA polymerase subunit beta(rpoB)
NP_387988	255767022	Bacillus subtilis subsp. subtilis str. 168	DNA-directed RNA polymerase subunit beta(rpoB)
NP_387988	239938700	Bacillus subtilis subsp. subtilis str. 168	DNA-directed RNA polymerase subunit beta(rpoB)
NP_387988	225184649	Bacillus subtilis subsp. subtilis str. 168	DNA-directed RNA polymerase subunit beta(rpoB)
NP_387900	225184642	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase III subunit gamma/tau(dnaX)
NP_387900	239938906	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase III subunit gamma/tau(dnaX)
NP_387900	255767015	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase III subunit gamma/tau(dnaX)
NP_387900	728882906	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase III subunit gamma/tau(dnaX)
NP_388714	2633157	Bacillus subtilis subsp. subtilis str. 168	transport permease YfiN(yfiN)
NP_388714	16077900	Bacillus subtilis subsp. subtilis str. 168	transport permease YfiN(yfiN)
NP_388714	81637717	Bacillus subtilis subsp. subtilis str. 168	transport permease YfiN(yfiN)
NP_388714	728883728	Bacillus subtilis subsp. subtilis str. 168	transport permease YfiN(yfiN)
NP_389529	1350863	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma-D factor(sigD)
NP_389529	728884555	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma-D factor(sigD)
NP_389529	2634019	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma-D factor(sigD)
NP_389529	16078710	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma-D factor(sigD)
NP_388833	2226208	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigM(sigM)
NP_388833	16078017	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigM(sigM)
NP_388833	728883844	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigM(sigM)
NP_388833	2633287	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigM(sigM)
NP_388833	57013029	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigM(sigM)
NP_388712	225184820	Bacillus subtilis subsp. subtilis str. 168	ABC transporter ATP-binding protein(yfiL)
NP_388712	255767193	Bacillus subtilis subsp. subtilis str. 168	ABC transporter ATP-binding protein(yfiL)
NP_388712	239938767	Bacillus subtilis subsp. subtilis str. 168	ABC transporter ATP-binding protein(yfiL)
NP_388712	728883726	Bacillus subtilis subsp. subtilis str. 168	ABC transporter ATP-binding protein(yfiL)
NP_388713	81637716	Bacillus subtilis subsp. subtilis str. 168	transport permease YfiM(yfiM)
NP_388713	2633156	Bacillus subtilis subsp. subtilis str. 168	transport permease YfiM(yfiM)
NP_388713	16077899	Bacillus subtilis subsp. subtilis str. 168	transport permease YfiM(yfiM)
NP_388713	728883727	Bacillus subtilis subsp. subtilis str. 168	transport permease YfiM(yfiM)
NP_389500	16078681	Bacillus subtilis subsp. subtilis str. 168	flagellar basal body rod protein FlgB(flgB)
NP_389500	120292	Bacillus subtilis subsp. subtilis str. 168	flagellar basal body rod protein FlgB(flgB)
NP_389500	728884527	Bacillus subtilis subsp. subtilis str. 168	flagellar basal body rod protein FlgB(flgB)
NP_389500	2633990	Bacillus subtilis subsp. subtilis str. 168	flagellar basal body rod protein FlgB(flgB)
NP_390731	2635318	Bacillus subtilis subsp. subtilis str. 168	electron transfer flavoprotein subunit beta(etfB)
NP_390731	16079905	Bacillus subtilis subsp. subtilis str. 168	electron transfer flavoprotein subunit beta(etfB)
NP_390731	728885785	Bacillus subtilis subsp. subtilis str. 168	electron transfer flavoprotein subunit beta(etfB)
NP_390731	2494401	Bacillus subtilis subsp. subtilis str. 168	electron transfer flavoprotein subunit beta(etfB)
NP_389501	16078682	Bacillus subtilis subsp. subtilis str. 168	flagellar basal-body rod protein FlgC(flgC)
NP_389501	120294	Bacillus subtilis subsp. subtilis str. 168	flagellar basal-body rod protein FlgC(flgC)
NP_389501	728884528	Bacillus subtilis subsp. subtilis str. 168	flagellar basal-body rod protein FlgC(flgC)
NP_389501	2633991	Bacillus subtilis subsp. subtilis str. 168	flagellar basal-body rod protein FlgC(flgC)
NP_389103	728884114	Bacillus subtilis subsp. subtilis str. 168	cytochrome P450 YjiB(yjiB)
NP_389103	16078286	Bacillus subtilis subsp. subtilis str. 168	cytochrome P450 YjiB(yjiB)
NP_389103	6226478	Bacillus subtilis subsp. subtilis str. 168	cytochrome P450 YjiB(yjiB)
NP_389103	2612893	Bacillus subtilis subsp. subtilis str. 168	cytochrome P450 YjiB(yjiB)
NP_389103	2633575	Bacillus subtilis subsp. subtilis str. 168	cytochrome P450 YjiB(yjiB)
NP_390737	81637732	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase/3'-5' exonuclease PolX(yshC)
NP_390737	16079911	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase/3'-5' exonuclease PolX(yshC)
NP_390737	2635324	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase/3'-5' exonuclease PolX(yshC)
NP_390737	728885791	Bacillus subtilis subsp. subtilis str. 168	DNA polymerase/3'-5' exonuclease PolX(yshC)
NP_391421	16080594	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-associated protein 1(flgK)
NP_391421	2828498	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-associated protein 1(flgK)
NP_391421	1762338	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-associated protein 1(flgK)
NP_391421	728886460	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-associated protein 1(flgK)
NP_391421	2636067	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-associated protein 1(flgK)
NP_391300	728886343	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma-54 factor(sigL)
NP_391300	16080473	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma-54 factor(sigL)
NP_391300	2635933	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma-54 factor(sigL)
NP_391300	143536	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma-54 factor(sigL)
NP_391300	133292	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma-54 factor(sigL)
NP_391420	16080593	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-associated protein 3(flgL)
NP_391420	728886459	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-associated protein 3(flgL)
NP_391420	2829830	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-associated protein 3(flgL)
NP_391420	1762339	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-associated protein 3(flgL)
NP_391420	2636066	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-associated protein 3(flgL)
NP_390730	728885784	Bacillus subtilis subsp. subtilis str. 168	electron transfer flavoprotein subunit alpha(etfA)
NP_390730	16079904	Bacillus subtilis subsp. subtilis str. 168	electron transfer flavoprotein subunit alpha(etfA)
NP_390730	2635317	Bacillus subtilis subsp. subtilis str. 168	electron transfer flavoprotein subunit alpha(etfA)
NP_390730	2494399	Bacillus subtilis subsp. subtilis str. 168	electron transfer flavoprotein subunit alpha(etfA)
NP_388886	1706578	Bacillus subtilis subsp. subtilis str. 168	ABC transporter permease EcsB(ecsB)
NP_388886	2226114	Bacillus subtilis subsp. subtilis str. 168	ABC transporter permease EcsB(ecsB)
NP_388886	16078069	Bacillus subtilis subsp. subtilis str. 168	ABC transporter permease EcsB(ecsB)
NP_388886	728883894	Bacillus subtilis subsp. subtilis str. 168	ABC transporter permease EcsB(ecsB)
NP_388886	2633341	Bacillus subtilis subsp. subtilis str. 168	ABC transporter permease EcsB(ecsB)
NP_388268	2632687	Bacillus subtilis subsp. subtilis str. 168	FMN reductase(ycnD)
NP_388268	3025092	Bacillus subtilis subsp. subtilis str. 168	FMN reductase(ycnD)
NP_388268	16077454	Bacillus subtilis subsp. subtilis str. 168	FMN reductase(ycnD)
NP_388268	728883272	Bacillus subtilis subsp. subtilis str. 168	FMN reductase(ycnD)
NP_391414	728886453	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-associated protein 2(fliD)
NP_391414	2636060	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-associated protein 2(fliD)
NP_391414	1762345	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-associated protein 2(fliD)
NP_391414	16080587	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-associated protein 2(fliD)
NP_391414	7404375	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-associated protein 2(fliD)
NP_389511	225184996	Bacillus subtilis subsp. subtilis str. 168	flagellar basal-body rod protein FlgG(flgG)
NP_389511	255767369	Bacillus subtilis subsp. subtilis str. 168	flagellar basal-body rod protein FlgG(flgG)
NP_389511	728884536	Bacillus subtilis subsp. subtilis str. 168	flagellar basal-body rod protein FlgG(flgG)
NP_389511	239938626	Bacillus subtilis subsp. subtilis str. 168	flagellar basal-body rod protein FlgG(flgG)
NP_388664	2633107	Bacillus subtilis subsp. subtilis str. 168	NAD(P)H nitroreductase YfkO(yfkO)
NP_388664	728883677	Bacillus subtilis subsp. subtilis str. 168	NAD(P)H nitroreductase YfkO(yfkO)
NP_388664	3915460	Bacillus subtilis subsp. subtilis str. 168	NAD(P)H nitroreductase YfkO(yfkO)
NP_388664	16077850	Bacillus subtilis subsp. subtilis str. 168	NAD(P)H nitroreductase YfkO(yfkO)
NP_391413	728886452	Bacillus subtilis subsp. subtilis str. 168	flagellar protein FliS(fliS)
NP_391413	2636059	Bacillus subtilis subsp. subtilis str. 168	flagellar protein FliS(fliS)
NP_391413	16080586	Bacillus subtilis subsp. subtilis str. 168	flagellar protein FliS(fliS)
NP_391413	729526	Bacillus subtilis subsp. subtilis str. 168	flagellar protein FliS(fliS)
NP_391413	1762346	Bacillus subtilis subsp. subtilis str. 168	flagellar protein FliS(fliS)
NP_389512	16078693	Bacillus subtilis subsp. subtilis str. 168	flagellar protein FliL(fliL)
NP_389512	120341	Bacillus subtilis subsp. subtilis str. 168	flagellar protein FliL(fliL)
NP_389512	2634002	Bacillus subtilis subsp. subtilis str. 168	flagellar protein FliL(fliL)
NP_389512	728884538	Bacillus subtilis subsp. subtilis str. 168	flagellar protein FliL(fliL)
NP_389512	39913	Bacillus subtilis subsp. subtilis str. 168	flagellar protein FliL(fliL)
NP_391416	2636062	Bacillus subtilis subsp. subtilis str. 168	flagellin(hag)
NP_391416	728886455	Bacillus subtilis subsp. subtilis str. 168	flagellin(hag)
NP_391416	120287	Bacillus subtilis subsp. subtilis str. 168	flagellin(hag)
NP_391416	1762343	Bacillus subtilis subsp. subtilis str. 168	flagellin(hag)
NP_391416	16080589	Bacillus subtilis subsp. subtilis str. 168	flagellin(hag)
NP_388024	728883032	Bacillus subtilis subsp. subtilis str. 168	DNA-directed RNA polymerase subunit alpha(rpoA)
NP_388024	2632410	Bacillus subtilis subsp. subtilis str. 168	DNA-directed RNA polymerase subunit alpha(rpoA)
NP_388024	16077211	Bacillus subtilis subsp. subtilis str. 168	DNA-directed RNA polymerase subunit alpha(rpoA)
NP_388024	133395	Bacillus subtilis subsp. subtilis str. 168	DNA-directed RNA polymerase subunit alpha(rpoA)
NP_388783	2633225	Bacillus subtilis subsp. subtilis str. 168	hypothetical protein(yhcB)
NP_388783	728883795	Bacillus subtilis subsp. subtilis str. 168	hypothetical protein(yhcB)
NP_388783	1723996	Bacillus subtilis subsp. subtilis str. 168	hypothetical protein(yhcB)
NP_388783	16077967	Bacillus subtilis subsp. subtilis str. 168	hypothetical protein(yhcB)
NP_388783	1239977	Bacillus subtilis subsp. subtilis str. 168	hypothetical protein(yhcB)
NP_389356	2224762	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor YlaC(ylaC)
NP_389356	2633844	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor YlaC(ylaC)
NP_389356	16078537	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor YlaC(ylaC)
NP_389356	728887093	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor YlaC(ylaC)
NP_389356	81637493	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor YlaC(ylaC)
NP_389510	16078691	Bacillus subtilis subsp. subtilis str. 168	basal-body rod modification protein FlgD(flgD)
NP_389510	728884535	Bacillus subtilis subsp. subtilis str. 168	basal-body rod modification protein FlgD(flgD)
NP_389510	39911	Bacillus subtilis subsp. subtilis str. 168	basal-body rod modification protein FlgD(flgD)
NP_389510	140659	Bacillus subtilis subsp. subtilis str. 168	basal-body rod modification protein FlgD(flgD)
NP_389510	2634000	Bacillus subtilis subsp. subtilis str. 168	basal-body rod modification protein FlgD(flgD)
NP_389111	16078294	Bacillus subtilis subsp. subtilis str. 168	NADH dehydrogenase-like protein YjlD(ndh)
NP_389111	2612901	Bacillus subtilis subsp. subtilis str. 168	NADH dehydrogenase-like protein YjlD(ndh)
NP_389111	728884123	Bacillus subtilis subsp. subtilis str. 168	NADH dehydrogenase-like protein YjlD(ndh)
NP_389111	14195696	Bacillus subtilis subsp. subtilis str. 168	NADH dehydrogenase-like protein YjlD(ndh)
NP_389111	2633583	Bacillus subtilis subsp. subtilis str. 168	NADH dehydrogenase-like protein YjlD(ndh)
NP_391650	2636306	Bacillus subtilis subsp. subtilis str. 168	bacilysin exporter BacE(bacE)
NP_391650	414008	Bacillus subtilis subsp. subtilis str. 168	bacilysin exporter BacE(bacE)
NP_391650	732374	Bacillus subtilis subsp. subtilis str. 168	bacilysin exporter BacE(bacE)
NP_391650	16080822	Bacillus subtilis subsp. subtilis str. 168	bacilysin exporter BacE(bacE)
NP_391650	728886690	Bacillus subtilis subsp. subtilis str. 168	bacilysin exporter BacE(bacE)
NP_390164	16079340	Bacillus subtilis subsp. subtilis str. 168	glycerol-3-phosphate dehydrogenase(gpsA)
NP_390164	2634701	Bacillus subtilis subsp. subtilis str. 168	glycerol-3-phosphate dehydrogenase(gpsA)
NP_390164	34395965	Bacillus subtilis subsp. subtilis str. 168	glycerol-3-phosphate dehydrogenase(gpsA)
NP_390164	1146220	Bacillus subtilis subsp. subtilis str. 168	glycerol-3-phosphate dehydrogenase(gpsA)
NP_390164	728885208	Bacillus subtilis subsp. subtilis str. 168	glycerol-3-phosphate dehydrogenase(gpsA)
NP_390561	1934635	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigZ(sigZ)
NP_390561	3024616	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigZ(sigZ)
NP_390561	2635129	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigZ(sigZ)
NP_390561	728885614	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigZ(sigZ)
NP_390561	16079737	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigZ(sigZ)
NP_391014	16080188	Bacillus subtilis subsp. subtilis str. 168	NADH-dependent butanol dehydrogenase 2(yugK)
NP_391014	1934794	Bacillus subtilis subsp. subtilis str. 168	NADH-dependent butanol dehydrogenase 2(yugK)
NP_391014	2635632	Bacillus subtilis subsp. subtilis str. 168	NADH-dependent butanol dehydrogenase 2(yugK)
NP_391014	728886064	Bacillus subtilis subsp. subtilis str. 168	NADH-dependent butanol dehydrogenase 2(yugK)
NP_391014	3023263	Bacillus subtilis subsp. subtilis str. 168	NADH-dependent butanol dehydrogenase 2(yugK)
NP_391412	16080585	Bacillus subtilis subsp. subtilis str. 168	flagellar protein FliT(fliT)
NP_391412	1762347	Bacillus subtilis subsp. subtilis str. 168	flagellar protein FliT(fliT)
NP_391412	2636058	Bacillus subtilis subsp. subtilis str. 168	flagellar protein FliT(fliT)
NP_391412	729527	Bacillus subtilis subsp. subtilis str. 168	flagellar protein FliT(fliT)
NP_391412	728886451	Bacillus subtilis subsp. subtilis str. 168	flagellar protein FliT(fliT)
NP_391895	1064787	Bacillus subtilis subsp. subtilis str. 168	peptide export ATP-binding protein YydI(yydI)
NP_391895	16081067	Bacillus subtilis subsp. subtilis str. 168	peptide export ATP-binding protein YydI(yydI)
NP_391895	81818562	Bacillus subtilis subsp. subtilis str. 168	peptide export ATP-binding protein YydI(yydI)
NP_391895	2636562	Bacillus subtilis subsp. subtilis str. 168	peptide export ATP-binding protein YydI(yydI)
NP_391895	728886939	Bacillus subtilis subsp. subtilis str. 168	peptide export ATP-binding protein YydI(yydI)
NP_391015	16080189	Bacillus subtilis subsp. subtilis str. 168	NADH-dependent butanol dehydrogenase 1(yugJ)
NP_391015	1934793	Bacillus subtilis subsp. subtilis str. 168	NADH-dependent butanol dehydrogenase 1(yugJ)
NP_391015	2635633	Bacillus subtilis subsp. subtilis str. 168	NADH-dependent butanol dehydrogenase 1(yugJ)
NP_391015	3023262	Bacillus subtilis subsp. subtilis str. 168	NADH-dependent butanol dehydrogenase 1(yugJ)
NP_391015	728886065	Bacillus subtilis subsp. subtilis str. 168	NADH-dependent butanol dehydrogenase 1(yugJ)
YP_003097728	225184997	Bacillus subtilis subsp. subtilis str. 168	hypothetical protein(ylzI)
YP_003097728	255767370	Bacillus subtilis subsp. subtilis str. 168	hypothetical protein(ylzI)
YP_003097728	728884537	Bacillus subtilis subsp. subtilis str. 168	hypothetical protein(ylzI)
YP_003097728	269933477	Bacillus subtilis subsp. subtilis str. 168	hypothetical protein(ylzI)
NP_389509	225184995	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-length control protein(fliK)
NP_389509	238054285	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-length control protein(fliK)
NP_389509	728884534	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-length control protein(fliK)
NP_389509	255767368	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-length control protein(fliK)
NP_389506	238054284	Bacillus subtilis subsp. subtilis str. 168	flagellum-specific ATP synthase(fliI)
NP_389506	728884531	Bacillus subtilis subsp. subtilis str. 168	flagellum-specific ATP synthase(fliI)
NP_389506	225184993	Bacillus subtilis subsp. subtilis str. 168	flagellum-specific ATP synthase(fliI)
NP_389506	255767366	Bacillus subtilis subsp. subtilis str. 168	flagellum-specific ATP synthase(fliI)
NP_389507	120333	Bacillus subtilis subsp. subtilis str. 168	flagellar FliJ protein(fliJ)
NP_389507	2633997	Bacillus subtilis subsp. subtilis str. 168	flagellar FliJ protein(fliJ)
NP_389507	728884532	Bacillus subtilis subsp. subtilis str. 168	flagellar FliJ protein(fliJ)
NP_389507	580860	Bacillus subtilis subsp. subtilis str. 168	flagellar FliJ protein(fliJ)
NP_389507	16078688	Bacillus subtilis subsp. subtilis str. 168	flagellar FliJ protein(fliJ)
NP_389504	39905	Bacillus subtilis subsp. subtilis str. 168	flagellar motor switch protein FliG(fliG)
NP_389504	16078685	Bacillus subtilis subsp. subtilis str. 168	flagellar motor switch protein FliG(fliG)
NP_389504	2633994	Bacillus subtilis subsp. subtilis str. 168	flagellar motor switch protein FliG(fliG)
NP_389504	728884530	Bacillus subtilis subsp. subtilis str. 168	flagellar motor switch protein FliG(fliG)
NP_389504	120327	Bacillus subtilis subsp. subtilis str. 168	flagellar motor switch protein FliG(fliG)
NP_389505	225184992	Bacillus subtilis subsp. subtilis str. 168	flagellar assembly protein FliH(fliH)
NP_389505	239938628	Bacillus subtilis subsp. subtilis str. 168	flagellar assembly protein FliH(fliH)
NP_389505	255767365	Bacillus subtilis subsp. subtilis str. 168	flagellar assembly protein FliH(fliH)
NP_389502	16078683	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-basal body complex protein FliE(fliE)
NP_389502	120321	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-basal body complex protein FliE(fliE)
NP_389502	728887098	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-basal body complex protein FliE(fliE)
NP_389502	2633992	Bacillus subtilis subsp. subtilis str. 168	flagellar hook-basal body complex protein FliE(fliE)
NP_389228	16078409	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigI(sigI)
NP_389228	81555906	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigI(sigI)
NP_389228	728884246	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigI(sigI)
NP_389228	2633716	Bacillus subtilis subsp. subtilis str. 168	RNA polymerase sigma factor SigI(sigI)
NP_389503	120324	Bacillus subtilis subsp. subtilis str. 168	flagellar M-ring protein(fliF)
NP_389503	16078684	Bacillus subtilis subsp. subtilis str. 168	flagellar M-ring protein(fliF)
NP_389503	2633993	Bacillus subtilis subsp. subtilis str. 168	flagellar M-ring protein(fliF)
