From	To	Species	Gene Name
NP_415283	16128730	Escherichia coli str. K-12 substr. MG1655	AcrAB-TolC efflux pump accessory protein, membrane-associated(acrZ)
NP_415283	732685303	Escherichia coli str. K-12 substr. MG1655	AcrAB-TolC efflux pump accessory protein, membrane-associated(acrZ)
NP_415283	985003899	Escherichia coli str. K-12 substr. MG1655	AcrAB-TolC efflux pump accessory protein, membrane-associated(acrZ)
NP_415283	937520961	Escherichia coli str. K-12 substr. MG1655	AcrAB-TolC efflux pump accessory protein, membrane-associated(acrZ)
NP_415283	999851256	Escherichia coli str. K-12 substr. MG1655	AcrAB-TolC efflux pump accessory protein, membrane-associated(acrZ)
NP_415283	1786977	Escherichia coli str. K-12 substr. MG1655	AcrAB-TolC efflux pump accessory protein, membrane-associated(acrZ)
NP_417732	1789666	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(acrF)
NP_417732	732682920	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(acrF)
NP_417732	16131154	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(acrF)
NP_417732	937518560	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(acrF)
NP_417732	985002074	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(acrF)
NP_417732	999848867	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(acrF)
NP_418789	16132190	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III, psi subunit(holD)
NP_418789	537212	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III, psi subunit(holD)
NP_418789	985003139	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III, psi subunit(holD)
NP_418789	732686056	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III, psi subunit(holD)
NP_418789	937517487	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III, psi subunit(holD)
NP_418789	1790831	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III, psi subunit(holD)
NP_418789	999847800	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III, psi subunit(holD)
NP_416406	145698279	Escherichia coli str. K-12 substr. MG1655	flagellar class II regulon transcriptional activator, with FlhC(flhD)
NP_416406	999850154	Escherichia coli str. K-12 substr. MG1655	flagellar class II regulon transcriptional activator, with FlhC(flhD)
NP_416406	985000786	Escherichia coli str. K-12 substr. MG1655	flagellar class II regulon transcriptional activator, with FlhC(flhD)
NP_416406	937519852	Escherichia coli str. K-12 substr. MG1655	flagellar class II regulon transcriptional activator, with FlhC(flhD)
NP_416406	145693151	Escherichia coli str. K-12 substr. MG1655	flagellar class II regulon transcriptional activator, with FlhC(flhD)
NP_416405	999850155	Escherichia coli str. K-12 substr. MG1655	flagellar class II regulon transcriptional activator, with FlhD(flhC)
NP_416405	16129843	Escherichia coli str. K-12 substr. MG1655	flagellar class II regulon transcriptional activator, with FlhD(flhC)
NP_416405	1788201	Escherichia coli str. K-12 substr. MG1655	flagellar class II regulon transcriptional activator, with FlhD(flhC)
NP_416405	985000785	Escherichia coli str. K-12 substr. MG1655	flagellar class II regulon transcriptional activator, with FlhD(flhC)
NP_416405	937519853	Escherichia coli str. K-12 substr. MG1655	flagellar class II regulon transcriptional activator, with FlhD(flhC)
NP_415712	732684886	Escherichia coli str. K-12 substr. MG1655	flagellar velocity braking protein, c-di-GMP-regulated(ycgR)
NP_415712	16129157	Escherichia coli str. K-12 substr. MG1655	flagellar velocity braking protein, c-di-GMP-regulated(ycgR)
NP_415712	985004318	Escherichia coli str. K-12 substr. MG1655	flagellar velocity braking protein, c-di-GMP-regulated(ycgR)
NP_415712	1787443	Escherichia coli str. K-12 substr. MG1655	flagellar velocity braking protein, c-di-GMP-regulated(ycgR)
NP_415712	999850841	Escherichia coli str. K-12 substr. MG1655	flagellar velocity braking protein, c-di-GMP-regulated(ycgR)
NP_415712	937520543	Escherichia coli str. K-12 substr. MG1655	flagellar velocity braking protein, c-di-GMP-regulated(ycgR)
NP_416404	1788199	Escherichia coli str. K-12 substr. MG1655	proton conductor component of flagella motor(motA)
NP_416404	16129842	Escherichia coli str. K-12 substr. MG1655	proton conductor component of flagella motor(motA)
NP_416404	985000784	Escherichia coli str. K-12 substr. MG1655	proton conductor component of flagella motor(motA)
NP_416404	937519854	Escherichia coli str. K-12 substr. MG1655	proton conductor component of flagella motor(motA)
NP_416404	999850156	Escherichia coli str. K-12 substr. MG1655	proton conductor component of flagella motor(motA)
NP_416403	16129841	Escherichia coli str. K-12 substr. MG1655	protein that enables flagellar motor rotation(motB)
NP_416403	1788198	Escherichia coli str. K-12 substr. MG1655	protein that enables flagellar motor rotation(motB)
NP_416403	985000783	Escherichia coli str. K-12 substr. MG1655	protein that enables flagellar motor rotation(motB)
NP_416403	937519855	Escherichia coli str. K-12 substr. MG1655	protein that enables flagellar motor rotation(motB)
NP_416403	999850157	Escherichia coli str. K-12 substr. MG1655	protein that enables flagellar motor rotation(motB)
NP_414583	999847727	Escherichia coli str. K-12 substr. MG1655	anaerobic carnitine reduction putative electron transfer flavoprotein subunit(fixA)
NP_414583	937521643	Escherichia coli str. K-12 substr. MG1655	anaerobic carnitine reduction putative electron transfer flavoprotein subunit(fixA)
NP_414583	90111081	Escherichia coli str. K-12 substr. MG1655	anaerobic carnitine reduction putative electron transfer flavoprotein subunit(fixA)
NP_414583	87081682	Escherichia coli str. K-12 substr. MG1655	anaerobic carnitine reduction putative electron transfer flavoprotein subunit(fixA)
NP_414583	985003212	Escherichia coli str. K-12 substr. MG1655	anaerobic carnitine reduction putative electron transfer flavoprotein subunit(fixA)
NP_414583	732685983	Escherichia coli str. K-12 substr. MG1655	anaerobic carnitine reduction putative electron transfer flavoprotein subunit(fixA)
NP_414584	999847726	Escherichia coli str. K-12 substr. MG1655	putative electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like protein(fixB)
NP_414584	16128036	Escherichia coli str. K-12 substr. MG1655	putative electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like protein(fixB)
NP_414584	1786226	Escherichia coli str. K-12 substr. MG1655	putative electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like protein(fixB)
NP_414584	937521642	Escherichia coli str. K-12 substr. MG1655	putative electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like protein(fixB)
NP_414584	985003213	Escherichia coli str. K-12 substr. MG1655	putative electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like protein(fixB)
NP_414584	732685982	Escherichia coli str. K-12 substr. MG1655	putative electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like protein(fixB)
NP_416483	999850084	Escherichia coli str. K-12 substr. MG1655	cytochrome b561 homolog(yodB)
NP_416483	90111363	Escherichia coli str. K-12 substr. MG1655	cytochrome b561 homolog(yodB)
NP_416483	87082013	Escherichia coli str. K-12 substr. MG1655	cytochrome b561 homolog(yodB)
NP_416483	732684134	Escherichia coli str. K-12 substr. MG1655	cytochrome b561 homolog(yodB)
NP_416483	985000857	Escherichia coli str. K-12 substr. MG1655	cytochrome b561 homolog(yodB)
NP_416483	937519781	Escherichia coli str. K-12 substr. MG1655	cytochrome b561 homolog(yodB)
NP_417170	732683465	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system(emrA)
NP_417170	937519108	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system(emrA)
NP_417170	16130597	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system(emrA)
NP_417170	999849413	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system(emrA)
NP_417170	1789041	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system(emrA)
NP_417170	985001529	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system(emrA)
NP_417171	937519107	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(emrB)
NP_417171	16130598	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(emrB)
NP_417171	999849412	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(emrB)
NP_417171	985001530	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(emrB)
NP_417171	1789042	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(emrB)
NP_417171	732683464	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(emrB)
YP_026280	732686427	Escherichia coli str. K-12 substr. MG1655	NADH pyrophosphatase(nudC)
YP_026280	937517857	Escherichia coli str. K-12 substr. MG1655	NADH pyrophosphatase(nudC)
YP_026280	985002771	Escherichia coli str. K-12 substr. MG1655	NADH pyrophosphatase(nudC)
YP_026280	999848169	Escherichia coli str. K-12 substr. MG1655	NADH pyrophosphatase(nudC)
YP_026280	49176450	Escherichia coli str. K-12 substr. MG1655	NADH pyrophosphatase(nudC)
YP_026280	48994995	Escherichia coli str. K-12 substr. MG1655	NADH pyrophosphatase(nudC)
NP_415617	1787341	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III, delta prime subunit(holB)
NP_415617	999850934	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III, delta prime subunit(holB)
NP_415617	732684978	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III, delta prime subunit(holB)
NP_415617	937520636	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III, delta prime subunit(holB)
NP_415617	985004224	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III, delta prime subunit(holB)
NP_415617	16129062	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III, delta prime subunit(holB)
NP_417918	1789871	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 32 (sigma H) factor(rpoH)
NP_417918	466597	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 32 (sigma H) factor(rpoH)
NP_417918	16131333	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 32 (sigma H) factor(rpoH)
NP_417918	732682734	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 32 (sigma H) factor(rpoH)
NP_417918	999848683	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 32 (sigma H) factor(rpoH)
NP_417918	985002256	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 32 (sigma H) factor(rpoH)
NP_417918	937518373	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 32 (sigma H) factor(rpoH)
NP_416712	16130145	Escherichia coli str. K-12 substr. MG1655	ferredoxin-type protein, role in electron transfer to periplasmic nitrate reductase NapA(napF)
NP_416712	1788536	Escherichia coli str. K-12 substr. MG1655	ferredoxin-type protein, role in electron transfer to periplasmic nitrate reductase NapA(napF)
NP_416712	732683916	Escherichia coli str. K-12 substr. MG1655	ferredoxin-type protein, role in electron transfer to periplasmic nitrate reductase NapA(napF)
NP_416712	999849865	Escherichia coli str. K-12 substr. MG1655	ferredoxin-type protein, role in electron transfer to periplasmic nitrate reductase NapA(napF)
NP_416712	937519562	Escherichia coli str. K-12 substr. MG1655	ferredoxin-type protein, role in electron transfer to periplasmic nitrate reductase NapA(napF)
NP_416712	985001074	Escherichia coli str. K-12 substr. MG1655	ferredoxin-type protein, role in electron transfer to periplasmic nitrate reductase NapA(napF)
NP_416436	16129873	Escherichia coli str. K-12 substr. MG1655	putative flagellar synthesis and assembly chaperone(fliT)
NP_416436	1788235	Escherichia coli str. K-12 substr. MG1655	putative flagellar synthesis and assembly chaperone(fliT)
NP_416436	985000817	Escherichia coli str. K-12 substr. MG1655	putative flagellar synthesis and assembly chaperone(fliT)
NP_416436	937519821	Escherichia coli str. K-12 substr. MG1655	putative flagellar synthesis and assembly chaperone(fliT)
NP_416436	999850124	Escherichia coli str. K-12 substr. MG1655	putative flagellar synthesis and assembly chaperone(fliT)
NP_416436	732684176	Escherichia coli str. K-12 substr. MG1655	putative flagellar synthesis and assembly chaperone(fliT)
NP_416435	16129872	Escherichia coli str. K-12 substr. MG1655	flagellar protein potentiates polymerization(fliS)
NP_416435	937519822	Escherichia coli str. K-12 substr. MG1655	flagellar protein potentiates polymerization(fliS)
NP_416435	1788234	Escherichia coli str. K-12 substr. MG1655	flagellar protein potentiates polymerization(fliS)
NP_416435	999850125	Escherichia coli str. K-12 substr. MG1655	flagellar protein potentiates polymerization(fliS)
NP_416435	732684177	Escherichia coli str. K-12 substr. MG1655	flagellar protein potentiates polymerization(fliS)
NP_416435	985000816	Escherichia coli str. K-12 substr. MG1655	flagellar protein potentiates polymerization(fliS)
NP_416434	937519823	Escherichia coli str. K-12 substr. MG1655	flagellar filament capping protein(fliD)
NP_416434	1788233	Escherichia coli str. K-12 substr. MG1655	flagellar filament capping protein(fliD)
NP_416434	999850126	Escherichia coli str. K-12 substr. MG1655	flagellar filament capping protein(fliD)
NP_416434	732684178	Escherichia coli str. K-12 substr. MG1655	flagellar filament capping protein(fliD)
NP_416434	16129871	Escherichia coli str. K-12 substr. MG1655	flagellar filament capping protein(fliD)
NP_416434	985000815	Escherichia coli str. K-12 substr. MG1655	flagellar filament capping protein(fliD)
NP_416433	1788232	Escherichia coli str. K-12 substr. MG1655	flagellar filament structural protein (flagellin)(fliC)
NP_416433	937519824	Escherichia coli str. K-12 substr. MG1655	flagellar filament structural protein (flagellin)(fliC)
NP_416433	16129870	Escherichia coli str. K-12 substr. MG1655	flagellar filament structural protein (flagellin)(fliC)
NP_416433	732684179	Escherichia coli str. K-12 substr. MG1655	flagellar filament structural protein (flagellin)(fliC)
NP_416433	985000814	Escherichia coli str. K-12 substr. MG1655	flagellar filament structural protein (flagellin)(fliC)
NP_416433	999850127	Escherichia coli str. K-12 substr. MG1655	flagellar filament structural protein (flagellin)(fliC)
NP_416432	1788231	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 28 (sigma F) factor(fliA)
NP_416432	49176170	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 28 (sigma F) factor(fliA)
NP_416432	937519825	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 28 (sigma F) factor(fliA)
NP_416432	732684180	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 28 (sigma F) factor(fliA)
NP_416432	985000813	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 28 (sigma F) factor(fliA)
NP_416432	999850128	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 28 (sigma F) factor(fliA)
NP_416791	49176207	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit A(nuoA)
NP_416791	937519480	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit A(nuoA)
NP_416791	985001157	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit A(nuoA)
NP_416791	732683833	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit A(nuoA)
NP_416791	999849783	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit A(nuoA)
NP_416791	1788625	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit A(nuoA)
NP_416790	937519481	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain B(nuoB)
NP_416790	732683834	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain B(nuoB)
NP_416790	16130222	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain B(nuoB)
NP_416790	999849784	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain B(nuoB)
NP_416790	1788624	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain B(nuoB)
NP_416790	985001156	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain B(nuoB)
NP_416394	1788188	Escherichia coli str. K-12 substr. MG1655	flagellin export apparatus, substrate specificity protein(flhB)
NP_416394	999850166	Escherichia coli str. K-12 substr. MG1655	flagellin export apparatus, substrate specificity protein(flhB)
NP_416394	16129832	Escherichia coli str. K-12 substr. MG1655	flagellin export apparatus, substrate specificity protein(flhB)
NP_416394	985000774	Escherichia coli str. K-12 substr. MG1655	flagellin export apparatus, substrate specificity protein(flhB)
NP_416394	937519864	Escherichia coli str. K-12 substr. MG1655	flagellin export apparatus, substrate specificity protein(flhB)
NP_416394	732684212	Escherichia coli str. K-12 substr. MG1655	flagellin export apparatus, substrate specificity protein(flhB)
NP_416393	16129831	Escherichia coli str. K-12 substr. MG1655	putative flagellar export pore protein(flhA)
NP_416393	1788187	Escherichia coli str. K-12 substr. MG1655	putative flagellar export pore protein(flhA)
NP_416393	732684213	Escherichia coli str. K-12 substr. MG1655	putative flagellar export pore protein(flhA)
NP_416393	985000773	Escherichia coli str. K-12 substr. MG1655	putative flagellar export pore protein(flhA)
NP_416393	937519865	Escherichia coli str. K-12 substr. MG1655	putative flagellar export pore protein(flhA)
NP_416393	999850167	Escherichia coli str. K-12 substr. MG1655	putative flagellar export pore protein(flhA)
NP_416392	16129830	Escherichia coli str. K-12 substr. MG1655	proton seal during flagellar secretion(flhE)
NP_416392	1788186	Escherichia coli str. K-12 substr. MG1655	proton seal during flagellar secretion(flhE)
NP_416392	732684214	Escherichia coli str. K-12 substr. MG1655	proton seal during flagellar secretion(flhE)
NP_416392	985000772	Escherichia coli str. K-12 substr. MG1655	proton seal during flagellar secretion(flhE)
NP_416392	937519866	Escherichia coli str. K-12 substr. MG1655	proton seal during flagellar secretion(flhE)
NP_416392	999850168	Escherichia coli str. K-12 substr. MG1655	proton seal during flagellar secretion(flhE)
NP_418680	537101	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III, chi subunit(holC)
NP_418680	999847914	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III, chi subunit(holC)
NP_418680	16132081	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III, chi subunit(holC)
NP_418680	732686172	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III, chi subunit(holC)
NP_418680	1790709	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III, chi subunit(holC)
NP_418680	937517603	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III, chi subunit(holC)
NP_418680	985003024	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III, chi subunit(holC)
NP_418286	732686567	Escherichia coli str. K-12 substr. MG1655	NAD(P)H-flavin reductase(fre)
NP_418286	2367314	Escherichia coli str. K-12 substr. MG1655	NAD(P)H-flavin reductase(fre)
NP_418286	937517997	Escherichia coli str. K-12 substr. MG1655	NAD(P)H-flavin reductase(fre)
NP_418286	985002630	Escherichia coli str. K-12 substr. MG1655	NAD(P)H-flavin reductase(fre)
NP_418286	16131690	Escherichia coli str. K-12 substr. MG1655	NAD(P)H-flavin reductase(fre)
NP_418286	999848306	Escherichia coli str. K-12 substr. MG1655	NAD(P)H-flavin reductase(fre)
NP_418166	16131578	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(mdtL)
NP_418166	1790146	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(mdtL)
NP_418166	985002516	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(mdtL)
NP_418166	999848420	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(mdtL)
NP_418166	732686681	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(mdtL)
NP_418166	937518111	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(mdtL)
NP_417754	732682897	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, alpha subunit(rpoA)
NP_417754	937518537	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, alpha subunit(rpoA)
NP_417754	16131174	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, alpha subunit(rpoA)
NP_417754	999848844	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, alpha subunit(rpoA)
NP_417754	1789690	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, alpha subunit(rpoA)
NP_417754	606229	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, alpha subunit(rpoA)
NP_417754	985002097	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, alpha subunit(rpoA)
NP_416824	1788661	Escherichia coli str. K-12 substr. MG1655	putative flagella assembly protein(flk)
NP_416824	985001190	Escherichia coli str. K-12 substr. MG1655	putative flagella assembly protein(flk)
NP_416824	16130256	Escherichia coli str. K-12 substr. MG1655	putative flagella assembly protein(flk)
NP_416824	732683799	Escherichia coli str. K-12 substr. MG1655	putative flagella assembly protein(flk)
NP_416824	999849750	Escherichia coli str. K-12 substr. MG1655	putative flagella assembly protein(flk)
NP_416824	937519446	Escherichia coli str. K-12 substr. MG1655	putative flagella assembly protein(flk)
NP_416702	937519571	Escherichia coli str. K-12 substr. MG1655	cytochrome c biogenesis protein; heme export ABC transporter holo-CcmE release factor(ccmD)
NP_416702	16130135	Escherichia coli str. K-12 substr. MG1655	cytochrome c biogenesis protein; heme export ABC transporter holo-CcmE release factor(ccmD)
NP_416702	1788526	Escherichia coli str. K-12 substr. MG1655	cytochrome c biogenesis protein; heme export ABC transporter holo-CcmE release factor(ccmD)
NP_416702	985001065	Escherichia coli str. K-12 substr. MG1655	cytochrome c biogenesis protein; heme export ABC transporter holo-CcmE release factor(ccmD)
NP_416702	999849874	Escherichia coli str. K-12 substr. MG1655	cytochrome c biogenesis protein; heme export ABC transporter holo-CcmE release factor(ccmD)
NP_416702	732683925	Escherichia coli str. K-12 substr. MG1655	cytochrome c biogenesis protein; heme export ABC transporter holo-CcmE release factor(ccmD)
NP_414766	985003391	Escherichia coli str. K-12 substr. MG1655	DNA polymerase IV(dinB)
NP_414766	16128217	Escherichia coli str. K-12 substr. MG1655	DNA polymerase IV(dinB)
NP_414766	999847551	Escherichia coli str. K-12 substr. MG1655	DNA polymerase IV(dinB)
NP_414766	1786425	Escherichia coli str. K-12 substr. MG1655	DNA polymerase IV(dinB)
NP_414766	937521466	Escherichia coli str. K-12 substr. MG1655	DNA polymerase IV(dinB)
NP_414766	732685809	Escherichia coli str. K-12 substr. MG1655	DNA polymerase IV(dinB)
NP_416789	937519482	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, fused CD subunit(nuoC)
NP_416789	145698291	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, fused CD subunit(nuoC)
NP_416789	732683835	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, fused CD subunit(nuoC)
NP_416789	999849785	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, fused CD subunit(nuoC)
NP_416789	985001155	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, fused CD subunit(nuoC)
NP_416789	145693162	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, fused CD subunit(nuoC)
NP_415457	999851087	Escherichia coli str. K-12 substr. MG1655	NAD(P)H-dependent FMN reductase(ssuE)
NP_415457	1787168	Escherichia coli str. K-12 substr. MG1655	NAD(P)H-dependent FMN reductase(ssuE)
NP_415457	732685132	Escherichia coli str. K-12 substr. MG1655	NAD(P)H-dependent FMN reductase(ssuE)
NP_415457	16128904	Escherichia coli str. K-12 substr. MG1655	NAD(P)H-dependent FMN reductase(ssuE)
NP_415457	985004069	Escherichia coli str. K-12 substr. MG1655	NAD(P)H-dependent FMN reductase(ssuE)
NP_415457	937520790	Escherichia coli str. K-12 substr. MG1655	NAD(P)H-dependent FMN reductase(ssuE)
NP_416788	937519483	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain E(nuoE)
NP_416788	1788621	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain E(nuoE)
NP_416788	999849786	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain E(nuoE)
NP_416788	985001154	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain E(nuoE)
NP_416788	732683836	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain E(nuoE)
NP_416788	16130220	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain E(nuoE)
NP_416149	732684458	Escherichia coli str. K-12 substr. MG1655	SoxR iron-sulfur cluster reduction factor component; electron transport inner membrane NADH-quinone reductase(rsxE)
NP_416149	937520109	Escherichia coli str. K-12 substr. MG1655	SoxR iron-sulfur cluster reduction factor component; electron transport inner membrane NADH-quinone reductase(rsxE)
NP_416149	1787919	Escherichia coli str. K-12 substr. MG1655	SoxR iron-sulfur cluster reduction factor component; electron transport inner membrane NADH-quinone reductase(rsxE)
NP_416149	999850412	Escherichia coli str. K-12 substr. MG1655	SoxR iron-sulfur cluster reduction factor component; electron transport inner membrane NADH-quinone reductase(rsxE)
NP_416149	16129590	Escherichia coli str. K-12 substr. MG1655	SoxR iron-sulfur cluster reduction factor component; electron transport inner membrane NADH-quinone reductase(rsxE)
NP_416149	985004751	Escherichia coli str. K-12 substr. MG1655	SoxR iron-sulfur cluster reduction factor component; electron transport inner membrane NADH-quinone reductase(rsxE)
NP_416787	1788620	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain F(nuoF)
NP_416787	985001153	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain F(nuoF)
NP_416787	732683837	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain F(nuoF)
NP_416787	999849787	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain F(nuoF)
NP_416787	16130219	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain F(nuoF)
NP_416787	937519484	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain F(nuoF)
NP_416786	145698290	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain G(nuoG)
NP_416786	732683838	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain G(nuoG)
NP_416786	999849788	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain G(nuoG)
NP_416786	937519485	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain G(nuoG)
NP_416786	145693161	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain G(nuoG)
NP_416786	985001152	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain G(nuoG)
NP_416785	16130217	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit H(nuoH)
NP_416785	732683839	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit H(nuoH)
NP_416785	1788618	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit H(nuoH)
NP_416785	999849789	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit H(nuoH)
NP_416785	985001151	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit H(nuoH)
NP_416785	937519486	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit H(nuoH)
NP_416784	16130216	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain I(nuoI)
NP_416784	732683840	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain I(nuoI)
NP_416784	999849790	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain I(nuoI)
